Outletid,OutletName,DistCode,DistributorName,MainChannelCode,MainChannelType,SM_Code,SM_Name,ASM_Code,ASM_Name,RSE_Code,RSE_Name,PSR_Code,PSR_Desc
"C012226","ARNAB VARIETIES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0826","AMIT KUMAR PRASAD"
"C012227","DEEP CHAND SHAW","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0826","AMIT KUMAR PRASAD"
"C012228","AKASH CLINIC","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0826","AMIT KUMAR PRASAD"
"C011990","DAS STORES","C000293","LOKNATH ENTERPRISE","MC0005","WHOLESALE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011991","SUNDARAM STATIONERS","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011992","SREEJA STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011993","SHIKHA STORES","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011994","SAVIOUR","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011995","RIMS ENTERPRISE","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011996","MOHAN TEA STALL (ICE BOX)","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011997","SAMBHU DAS","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011998","UMA BAR","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011999","G.TRADING","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C012000","ANURAG CONFECTIONERS","C000293","LOKNATH ENTERPRISE","MC0020","SWEET/ CHAAT/ BAKERY","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C012001","BISWAJIT MONDAL","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012002","CHABI STORE","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012003","SANKARI DAS","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012004","LOKENATH STORE","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012005","SRI RADHA KRISHNA STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012006","MAA TRIPURA STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012007","JOYDEV MONDAL","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012008","SAMIR MONDAL","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012009","RAJKUMAR SHAW (DURGA STO) 3/80","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012010","APPAYAN","C000293","LOKNATH ENTERPRISE","MC0020","SWEET/ CHAAT/ BAKERY","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012011","BISWAS PAN SHOP (8 NO.RICKSHAW","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012012","KRISHNAKALI STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012013","LOKENATH STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012014","AKARSHAN","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012015","BUBAI STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012016","SURAJ STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012017","RAM CHANDRA SHAW 70","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012018","SUBHASH CHAKRABORTY","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012019","SUNITA STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012020","BASUDHA (P-239,UNIQUE PARK,SHOP NO-5)","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012021","KANSAS KITCHEN SURONDHON","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012022","KRISHNA DEBNATH","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012023","ANWESHA STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012024","SUNANDA STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012025","RADHA GOBINDA BHANDER","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012026","NEW KAMALA MEDICAL STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012027","NALANDA STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012028","SRI GOURANGA STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012029","NEW RAMTHAKUR STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012030","BEST ONE","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012031","SHAW STORE","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012032","KALYANI STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012033","MEGHA STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012034","TARAMA SWEETS","C000293","LOKNATH ENTERPRISE","MC0020","SWEET/ CHAAT/ BAKERY","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012035","GANGULY STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012036","UNIQUE (PRS NO-142)","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012037","MUNILAL STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012038","JOY GURU BHANDAR","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012039","SHAMPA STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012040","SANYAL STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012041","TAPAN DUTTA","C000293","LOKNATH ENTERPRISE","MC0019","QSR","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012042","DINESH KUMAR SHAW","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012043","GURUDEV ENTERPRISE","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012044","MAA TARA CONFECTIONERY","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012045","SUNIL SHAW","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012046","RAJA STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012047","ROY STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C012048","MAA MANSHA BHANDAR","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0160","MINTU SAMANTA"
"C011970","DURGA ENTERPRISE","C000293","LOKNATH ENTERPRISE","MC0005","WHOLESALE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011971","SONA STATIONERY","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011972","S C DAS SWEETS","C000293","LOKNATH ENTERPRISE","MC0020","SWEET/ CHAAT/ BAKERY","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011973","KABITA STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011974","E. PRINT","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011975","KRAZY BUFFET","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011976","RAMAKRISHNA MEDICAL HALL","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011977","ROHIT CONFECTIONERY","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011960","NEW KUMAR STORES","C000293","LOKNATH ENTERPRISE","MC0005","WHOLESALE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011961","ELEGANT CATERER","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011962","SUNDARAM STATIONERS","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011963","LUCKY MEDICAL","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011964","LETS EAT","C000293","LOKNATH ENTERPRISE","MC0016","MASS EATERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011965","SHASWATI BHANDER","C000293","LOKNATH ENTERPRISE","MC0005","WHOLESALE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011944","SHREE GANESH INDUSTRIES","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011945","MEGHA STORES","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011946","MOTI STORES","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011947","SARKAR VARIETY STORES.","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011949","BISHNU STORES","C000293","LOKNATH ENTERPRISE","MC0005","WHOLESALE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011950","NEW GUPTA STORES","C000293","LOKNATH ENTERPRISE","MC0005","WHOLESALE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011951","SRI KRISHNA BHANDER.","C000293","LOKNATH ENTERPRISE","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011952","MINI STORES","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011953","JHANKAR PAN SHOP","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011954","URMILA","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011955","ASHWINIMEDICALHALL","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011956","GUPTA ENTERPRISE","C000293","LOKNATH ENTERPRISE","MC0020","SWEET/ CHAAT/ BAKERY","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011957","KHADI BIPANI","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011918","CHATTERJEE STATIONARY","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C030417","DUTTA DEPARTMENTAL STORES","C000324","S.S.SUPPLIER","MC0017","OPEN AISLE GROCERIES (OAG)","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030418","RAHUL PAN SHOP","C000324","S.S.SUPPLIER","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030420","BHARATI STORES (4/5)","C000324","S.S.SUPPLIER","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030421","KATHLEEN 14","C000324","S.S.SUPPLIER","MC0020","SWEET/ CHAAT/ BAKERY","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030422","NEW SREE KRISHNA MISTT.BHANDER","C000324","S.S.SUPPLIER","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030423","KAMALA MISTANNA BHANDER","C000324","S.S.SUPPLIER","MC0020","SWEET/ CHAAT/ BAKERY","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030424","TIFFIN GHAR","C000324","S.S.SUPPLIER","MC0019","QSR","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030425","BENARASHI PAN BHANDAR","C000324","S.S.SUPPLIER","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030426","SAREE SHYAM ENTERPRISE","C000324","S.S.SUPPLIER","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030427","RANOJAY STORES","C000324","S.S.SUPPLIER","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030428","SIDDHI VINAYAK BHANDAR","C000324","S.S.SUPPLIER","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030429","ARJUN STORES","C000324","S.S.SUPPLIER","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030430","CHUMKI STORES","C000324","S.S.SUPPLIER","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030431","BAPI STORES (SUBHAS BOSE)","C000324","S.S.SUPPLIER","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030432","G.BHANDAR","C000324","S.S.SUPPLIER","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030433","PUSPA BHANDAR","C000324","S.S.SUPPLIER","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030435","SUBRATA SENGUPTA(JUPITOR) 140","C000324","S.S.SUPPLIER","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030436","GOURI BHANDAR","C000324","S.S.SUPPLIER","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030437","JAL KHABAR","C000324","S.S.SUPPLIER","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030438","SANTOSH BHANDAR","C000324","S.S.SUPPLIER","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030439","RUPSUNNY EMPORIUM (STALL-47)","C000324","S.S.SUPPLIER","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030440","R.K. STORES","C000324","S.S.SUPPLIER","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030441","SRIJI KRUPA (KIN)","C000324","S.S.SUPPLIER","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030442","THE MODERN CO.","C000324","S.S.SUPPLIER","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030443","BUSINESS CENTRE","C000324","S.S.SUPPLIER","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0207","SARIF UL ISLAM"
"C030734","CHANDAN RAJ SHOP","C000324","S.S.SUPPLIER","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0592","CHAYAN DEBNATH"
"C030735","JAYANTA STORES","C000324","S.S.SUPPLIER","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1071","AVIJIT DAS","PSR0592","CHAYAN DEBNATH"
"C011919","BOSE KITCHEN","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
"C011920","NEW BEHALA VARIETY STORE","C000293","LOKNATH ENTERPRISE","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0337","PALASH GAYEN","E1140","SUROJIT ROY","PSR0022","BISWAJIT HAZRA "
