Outletid,OutletName,DistCode,DistributorName,MainChannelCode,MainChannelType,SM_Code,SM_Name,ASM_Code,ASM_Name,RSE_Code,RSE_Name,PSR_Code,PSR_Desc
"C007842","THAKUR MAHAL HOTEL","C000284","PANNALAL ROY","MC0019","QSR","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007843","TARA FANCY STORES","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007844","SHANKAR LAL (SHYAMAL RAM)","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007846","GURUJEE (BIKANER PAN BHANDAR)","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007847","KAPILDEO","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007848","BALDEO SINGH","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007849","AGARWAL STORES (DACCAPATTI ST)","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007850","PARBATI PAN BHANDER","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007851","PANNALAL ROY","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007852","LALA PAN DOKAN","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007853","DARSHANA","C000284","PANNALAL ROY","MC0019","QSR","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007854","RAM CHANDRA SHAW","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007855","SULEKHA STORES","C000284","PANNALAL ROY","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007856","APOLLO COLD DRINKS (18.M.B.ST)","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007857","AWDESH SHAW (MOTI SHAW)","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007858","PABITRA JALPAN","C000284","PANNALAL ROY","MC0019","QSR","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007859","SUNIL KUMAR MEHATA","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007861","R.K.BHAGAT (19,BALMUKUND M.RD)","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007862","JAVED IKBAL","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007863","KISHAN KR. BISSA","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007864","GULAB CHAND GUPTA","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007865","BOMBAY FOOD","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007866","SANJAY SONKAR","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007963","BHAGWANDAS CHOURASIA","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007964","RAJNIKANT SINGH","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007970","AVINASH GUPTA","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007971","YUMMY HUB","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007972","JHALAK DEO PRASAD","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007973","ASHOK KUMAR SINGH","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007974","BHIKHARI SHAW","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007867","HIRA MISHRA","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007868","MAHINDER PRASAD GUPTA","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007869","JAY AMBE BHOJANALAYA","C000284","PANNALAL ROY","MC0019","QSR","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007870","MAHENDRA CHOWRASIA","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007871","TIWARI PANIR CENTRE","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007872","HARINARAYAN SHAW (BHARAT SHAW)","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007873","LOVE LEEN (KATHLEEN)","C000284","PANNALAL ROY","MC0019","QSR","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007874","ANUJ KUMAR SINGH","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007875","SHEOJANAM RAY PANDEY","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007876","CANE-D","C000284","PANNALAL ROY","MC0020","SWEET/ CHAAT/ BAKERY","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007877","GOKUL CHANDRA GHOSH","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007878","MITHILESH SHARMA","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007880","NEW FANCY STORES","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007881","S. AHMED","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007882","VISHAL SONKAR","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007883","VIJAY PRASAD CHOWRASIA","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007884","SHIB BHANDAR","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007885","BASU STORES","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007886","SHIV SHANKAR GUPTA","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C053164","RAM ABADH KHARWAR","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007887","SHUKLA PAN PHANDER","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007888","ASHOK SONKAR","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007889","CHANDRAMUKHI PAN PRATISTHAN","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007890","CENTRAL STORE","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007891","SHREE KRISHNA STORES","C000284","PANNALAL ROY","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007892","P.C.GUPTA","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007893","SHIV KUMAR","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007894","MANOHAR SNACKS SHOP","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007895","ARUN KUMAR SADHUKHAN","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007896","DINESH SINGH","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007897","BALAI CHANDRA SADHUKHAN","C000284","PANNALAL ROY","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007898","DIBAKAR DATTA & SONS","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007900","PRAMOD KUMAR YADAV","C000284","PANNALAL ROY","MC0020","SWEET/ CHAAT/ BAKERY","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007901","DHIRENDRA YADAV","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007902","UPENDRA SHAW","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007903","MAHENDRA KUMAR GUPTA","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007904","LAKHURAM BHUJIAWALA SWEETS & SNACKS","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007905","SAMIR KUMAR KUNDU","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007906","ARUN STORES","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007907","RANJAN STORES","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007908","RANJIT CHOURASIA","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007909","SHAW STORES","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007910","RAM EKBAL SAHANI","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007911","DILIP KUMAR JANA (S.C.R.S)","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007912","DEEPAK KUMAR GUPTA","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007913","VARIETY STORES","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007914","GULAB DHAR SHAW & FULDHAR SHAW","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007915","RAM KAILASH SHAW","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007916","SHREE NARAYANI AGENCY (GROUND FLOOR)","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007917","RAM RASOI  MATRI MANGAL PRATISTHAN","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007919","SURESH STORES","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007920","SONU MONU","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007921","JOGENDRA SINGH & JAGADAMBA SINGH","C000284","PANNALAL ROY","MC0020","SWEET/ CHAAT/ BAKERY","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007922","SUNIL STORES","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007923","MANOJ SINGH","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007924","SANKAR SHARMA","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007925","LAXMI CHAURASIA","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007926","TIFFIN TIME","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007927","BIKANER PAN BHANDAR","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007929","ASHOK KOLAY","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007930","ANUJ CHOWRASIA","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007937","SHREE RAM BHANDAR","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007940","YADAV MILK CORNER","C000284","PANNALAL ROY","MC0020","SWEET/ CHAAT/ BAKERY","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007941","BHAGLU CHOWEASIA","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007942","GOPAL KUMAR GUPTA","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007943","EMTIYAZUL HASSAN","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007944","ADTIYA GENERAL STORE","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007945","BIRU GUPTA","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007946","RUDRA PHARMA","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007947","SURAKSHA MEDICAL HALL","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007951","SHREE RATAN CHAT CENTRE","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007954","SANTOSH YADAV","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C007957","GAUTAM (SUKUMAR ADAK)","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C059276","ONKAR HOTEL","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C059277","PAWAN KUMAR OJHA","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C059278","ROHIT KR KHARWAR","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C059279","DEEPAK SONKAR","C000284","PANNALAL ROY","MC0020","SWEET/ CHAAT/ BAKERY","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C059280","SHANKAR CHAURASIA","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C059281","SHIVAM GUPTA","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C052547","SUNIL KR. PATESHWARI","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C052548","HARE KRISHNA JADAV","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C052614","AMAN CONFECTIONERY","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C052766","PARULS STORE","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C065507","PANDEY JEE DUDHWALA","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C065376","LAXMI NARAYAN FOOD STORE","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C064673","ARMAN STORE","C000284","PANNALAL ROY","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C067399","RAKESH CHOWRASIA","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C067413","GOURI SHANKAR SHAW","C000284","PANNALAL ROY","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
"C065636","SHARMA TEA STALL","C000284","PANNALAL ROY","MC0019","QSR","E0571","PROSENJIT CHATTERJEE","E1159","ARNAB MONDAL","E0979","SAIKAT DAS","PSR0523","MD. DILSAD ALAM"
